Vaccine,Geography Type,Geography,Survey Year/Influenza Season,Dimension Type,Dimension,Estimate (%),95% CI (%),Sample Size
Seasonal Influenza,States,New Mexico,2013-14,Race/Ethnicity,Hispanic,61.1,56.7 to 65.3,562
Seasonal Influenza,States,New York,2013-14,Race/Ethnicity,Hispanic,60.8,54.6 to 66.7,385
Seasonal Influenza,States,Ohio,2013-14,Race/Ethnicity,Hispanic,†,†,
Seasonal Influenza,States,Oklahoma,2013-14,Race/Ethnicity,Hispanic,44.9,31.4 to 59.2,157
Seasonal Influenza,States,Oregon,2013-14,Race/Ethnicity,Hispanic,60.6,52.1 to 68.4,144
Seasonal Influenza,States,Pennsylvania,2013-14,Race/Ethnicity,Hispanic,51.5,38.4 to 64.3,72
Seasonal Influenza,States,Rhode Island,2013-14,Race/Ethnicity,Hispanic,75.8,69.4 to 81.2,236
Seasonal Influenza,States,Tennessee,2013-14,Race/Ethnicity,Hispanic,56.7,33.4 to 77.4,32
Seasonal Influenza,National,U.S. Median,2013-14,Race/Ethnicity,Hispanic,62.1,,146
Seasonal Influenza,States,Utah,2013-14,Race/Ethnicity,Hispanic,70.3,62.0 to 77.4,189
Seasonal Influenza,States,Vermont,2013-14,Race/Ethnicity,Hispanic,†,†,
Seasonal Influenza,States,Washington,2013-14,Race/Ethnicity,Hispanic,68.6,59.8 to 76.2,126
Seasonal Influenza,States,West Virginia,2013-14,Race/Ethnicity,Hispanic,†,†,
Seasonal Influenza,States,Wisconsin,2013-14,Race/Ethnicity,Hispanic,69.0,60.7 to 76.3,137
Seasonal Influenza,States,Wyoming,2013-14,Race/Ethnicity,Hispanic,38.7,23.6 to 56.3,49
Seasonal Influenza,States,Alabama,2014-15,Race/Ethnicity,Hispanic,29.2,18.0 to 43.5,47
Seasonal Influenza,States,Alaska,2014-15,Race/Ethnicity,Hispanic,65.7,49.0 to 79.3,101
Seasonal Influenza,States,Arkansas,2014-15,Race/Ethnicity,Hispanic,†,†,
Seasonal Influenza,States,Colorado,2014-15,Race/Ethnicity,Hispanic,83.8,76.0 to 89.3,168
Seasonal Influenza,States,Connecticut,2014-15,Race/Ethnicity,Hispanic,68.5,62.1 to 74.3,228
Seasonal Influenza,States,Delaware,2014-15,Race/Ethnicity,Hispanic,66.0,55.0 to 75.5,84
Seasonal Influenza,States,Hawaii,2014-15,Race/Ethnicity,Hispanic,64.7,53.7 to 74.3,135
Seasonal Influenza,States,Illinois,2014-15,Race/Ethnicity,Hispanic,61.7,54.3 to 68.7,199
Seasonal Influenza,States,Iowa,2014-15,Race/Ethnicity,Hispanic,68.9,63.4 to 73.9,269
Seasonal Influenza,States,Louisiana,2014-15,Race/Ethnicity,Hispanic,39.9,22.3 to 60.6,32
Seasonal Influenza,States,Maine,2014-15,Race/Ethnicity,Hispanic,†,†,
Seasonal Influenza,States,Maryland,2014-15,Race/Ethnicity,Hispanic,63.7,55.1 to 71.5,160
Seasonal Influenza,States,Massachusetts,2014-15,Race/Ethnicity,Hispanic,71.6,65.7 to 76.9,274
Seasonal Influenza,States,Michigan,2014-15,Race/Ethnicity,Hispanic,†,†,
Seasonal Influenza,States,Missouri,2014-15,Race/Ethnicity,Hispanic,†,†,
Seasonal Influenza,States,Nebraska,2014-15,Race/Ethnicity,Hispanic,65.2,58.6 to 71.3,209
Seasonal Influenza,States,New Hampshire,2014-15,Race/Ethnicity,Hispanic,†,†,
Seasonal Influenza,States,New Jersey,2014-15,Race/Ethnicity,Hispanic,47.0,40.0 to 54.2,207
Seasonal Influenza,States,New Mexico,2014-15,Race/Ethnicity,Hispanic,58.2,52.9 to 63.3,366
Seasonal Influenza,States,New York,2014-15,Race/Ethnicity,Hispanic,65.6,59.9 to 70.9,399
Seasonal Influenza,States,Ohio,2014-15,Race/Ethnicity,Hispanic,51.3,29.2 to 72.8,32
Seasonal Influenza,States,Oklahoma,2014-15,Race/Ethnicity,Hispanic,52.4,40.1 to 64.5,186
Seasonal Influenza,States,Oregon,2014-15,Race/Ethnicity,Hispanic,74.0,66.7 to 80.2,171
Seasonal Influenza,States,Pennsylvania,2014-15,Race/Ethnicity,Hispanic,55.3,42.2 to 67.8,78
Seasonal Influenza,States,Rhode Island,2014-15,Race/Ethnicity,Hispanic,71.0,60.7 to 79.5,103
Seasonal Influenza,States,Tennessee,2014-15,Race/Ethnicity,Hispanic,62.5,44.5 to 77.7,55
Seasonal Influenza,States,Texas,2014-15,Race/Ethnicity,Hispanic,56.9,47.0 to 66.3,153
Seasonal Influenza,National,U.S. Median,2014-15,Race/Ethnicity,Hispanic,65.7,,153
Seasonal Influenza,States,Utah,2014-15,Race/Ethnicity,Hispanic,67.5,59.1 to 74.8,200
Seasonal Influenza,States,Vermont,2014-15,Race/Ethnicity,Hispanic,†,†,
Seasonal Influenza,States,Virginia,2014-15,Race/Ethnicity,Hispanic,62.2,42.7 to 78.4,39
Seasonal Influenza,States,Washington,2014-15,Race/Ethnicity,Hispanic,71.2,62.2 to 78.9,115
Seasonal Influenza,States,West Virginia,2014-15,Race/Ethnicity,Hispanic,†,†,
Seasonal Influenza,States,Wisconsin,2014-15,Race/Ethnicity,Hispanic,70.5,62.6 to 77.4,146
Seasonal Influenza,States,Wyoming,2014-15,Race/Ethnicity,Hispanic,54.3,34.8 to 72.6,38
Seasonal Influenza,States,Alabama,2015-16,Race/Ethnicity,Hispanic,†,†,
Seasonal Influenza,States,Alaska,2015-16,Race/Ethnicity,Hispanic,60.6,46.6 to 73.1,118
Seasonal Influenza,States,Arkansas,2015-16,Race/Ethnicity,Hispanic,74.6,59.0 to 85.6,65
Seasonal Influenza,States,Colorado,2015-16,Race/Ethnicity,Hispanic,67.0,58.7 to 74.3,271
Seasonal Influenza,States,Connecticut,2015-16,Race/Ethnicity,Hispanic,72.2,61.1 to 81.1,74
Seasonal Influenza,States,Delaware,2015-16,Race/Ethnicity,Hispanic,67.6,57.9 to 76.0,108
Seasonal Influenza,States,Hawaii,2015-16,Race/Ethnicity,Hispanic,56.1,39.8 to 71.2,61
Seasonal Influenza,States,Illinois,2015-16,Race/Ethnicity,Hispanic,51.2,43.7 to 58.8,203
Seasonal Influenza,States,Iowa,2015-16,Race/Ethnicity,Hispanic,71.3,65.5 to 76.4,249
Seasonal Influenza,States,Louisiana,2015-16,Race/Ethnicity,Hispanic,55.9,40.2 to 70.5,52
Seasonal Influenza,States,Maine,2015-16,Race/Ethnicity,Hispanic,†,†,
Seasonal Influenza,States,Maryland,2015-16,Race/Ethnicity,Hispanic,62.1,53.2 to 70.4,152
Seasonal Influenza,States,Massachusetts,2015-16,Race/Ethnicity,Hispanic,82.1,76.7 to 86.4,235
Seasonal Influenza,States,Michigan,2015-16,Race/Ethnicity,Hispanic,62.0,42.9 to 77.9,44
Seasonal Influenza,States,Missouri,2015-16,Race/Ethnicity,Hispanic,56.7,38.7 to 73.1,37
Seasonal Influenza,States,Nebraska,2015-16,Race/Ethnicity,Hispanic,64.3,54.1 to 73.4,94
Seasonal Influenza,States,New Hampshire,2015-16,Race/Ethnicity,Hispanic,†,†,
Seasonal Influenza,States,New Jersey,2015-16,Race/Ethnicity,Hispanic,49.3,43.0 to 55.6,257
Seasonal Influenza,States,New Mexico,2015-16,Race/Ethnicity,Hispanic,66.7,62.3 to 70.9,460
Seasonal Influenza,States,New York,2015-16,Race/Ethnicity,Hispanic,61.8,56.1 to 67.2,422
Seasonal Influenza,States,Ohio,2015-16,Race/Ethnicity,Hispanic,†,†,
Seasonal Influenza,States,Oklahoma,2015-16,Race/Ethnicity,Hispanic,60.0,50.6 to 68.8,250
Seasonal Influenza,States,Oregon,2015-16,Race/Ethnicity,Hispanic,62.5,53.6 to 70.6,131
Seasonal Influenza,States,Pennsylvania,2015-16,Race/Ethnicity,Hispanic,62.4,48.0 to 74.8,67
Seasonal Influenza,States,Rhode Island,2015-16,Race/Ethnicity,Hispanic,85.8,76.8 to 91.6,102
Seasonal Influenza,States,Tennessee,2015-16,Race/Ethnicity,Hispanic,†,†,
Seasonal Influenza,States,Texas,2015-16,Race/Ethnicity,Hispanic,60.3,54.3 to 66.0,470
Seasonal Influenza,National,U.S. Median,2015-16,Race/Ethnicity,Hispanic,66.7,,152
Seasonal Influenza,States,Utah,2015-16,Race/Ethnicity,Hispanic,74.7,65.7 to 82.1,169
Seasonal Influenza,States,Vermont,2015-16,Race/Ethnicity,Hispanic,†,†,
Seasonal Influenza,States,Virginia,2015-16,Race/Ethnicity,Hispanic,†,†,
Seasonal Influenza,States,Washington,2015-16,Race/Ethnicity,Hispanic,74.4,66.8 to 80.7,154
Seasonal Influenza,States,West Virginia,2015-16,Race/Ethnicity,Hispanic,†,†,
Seasonal Influenza,States,Wisconsin,2015-16,Race/Ethnicity,Hispanic,69.1,60.7 to 76.4,132
Seasonal Influenza,States,Wyoming,2015-16,Race/Ethnicity,Hispanic,66.2,49.9 to 79.4,49
Seasonal Influenza,States,Alabama,2016-17,Race/Ethnicity,Hispanic,53.1,35.9 to 69.5,32
Seasonal Influenza,States,Alaska,2016-17,Race/Ethnicity,Hispanic,74.6,58.8 to 85.8,73
Seasonal Influenza,States,Arkansas,2016-17,Race/Ethnicity,Hispanic,†,†,
Seasonal Influenza,States,Colorado,2016-17,Race/Ethnicity,Hispanic,72.7,64.8 to 79.4,224
Seasonal Influenza,States,Connecticut,2016-17,Race/Ethnicity,Hispanic,69.5,63.9 to 74.5,285
Seasonal Influenza,States,Delaware,2016-17,Race/Ethnicity,Hispanic,72.0,62.3 to 80.1,99
Seasonal Influenza,States,Georgia,2016-17,Race/Ethnicity,Hispanic,40.6,25.4 to 57.9,54
Seasonal Influenza,States,Illinois,2016-17,Race/Ethnicity,Hispanic,54.5,46.3 to 62.5,183
Seasonal Influenza,States,Iowa,2016-17,Race/Ethnicity,Hispanic,78.1,72.5 to 82.8,237
Seasonal Influenza,States,Kansas,2016-17,Race/Ethnicity,Hispanic,74.3,52.9 to 88.2,36
Seasonal Influenza,States,Kentucky,2016-17,Race/Ethnicity,Hispanic,†,†,
Seasonal Influenza,States,Louisiana,2016-17,Race/Ethnicity,Hispanic,60.1,42.1 to 75.7,30
Seasonal Influenza,States,Maine,2016-17,Race/Ethnicity,Hispanic,†,†,
Seasonal Influenza,States,Maryland,2016-17,Race/Ethnicity,Hispanic,67.2,58.1 to 75.2,139
Seasonal Influenza,States,Massachusetts,2016-17,Race/Ethnicity,Hispanic,71.2,65.0 to 76.6,267
Seasonal Influenza,States,Michigan,2016-17,Race/Ethnicity,Hispanic,48.5,31.9 to 65.5,42
Seasonal Influenza,States,Missouri,2016-17,Race/Ethnicity,Hispanic,61.8,43.9 to 77.1,37
Seasonal Influenza,States,Nebraska,2016-17,Race/Ethnicity,Hispanic,68.2,58.6 to 76.5,104
Seasonal Influenza,States,New Hampshire,2016-17,Race/Ethnicity,Hispanic,†,†,
Seasonal Influenza,States,New Jersey,2016-17,Race/Ethnicity,Hispanic,57.8,51.0 to 64.3,222
Seasonal Influenza,States,New Mexico,2016-17,Race/Ethnicity,Hispanic,64.2,59.7 to 68.4,489
Seasonal Influenza,States,New York,2016-17,Race/Ethnicity,Hispanic,62.2,55.4 to 68.6,356
Seasonal Influenza,States,North Carolina,2016-17,Race/Ethnicity,Hispanic,76.5,62.9 to 86.2,63
Seasonal Influenza,States,North Dakota,2016-17,Race/Ethnicity,Hispanic,†,†,
Seasonal Influenza,States,Oklahoma,2016-17,Race/Ethnicity,Hispanic,60.5,55.2 to 65.6,320
Seasonal Influenza,States,Pennsylvania,2016-17,Race/Ethnicity,Hispanic,78.0,66.3 to 86.4,81
Seasonal Influenza,States,Rhode Island,2016-17,Race/Ethnicity,Hispanic,77.3,70.1 to 83.1,213
Seasonal Influenza,States,South Dakota,2016-17,Race/Ethnicity,Hispanic,82.2,69.5 to 90.3,46
Seasonal Influenza,States,Texas,2016-17,Race/Ethnicity,Hispanic,63.4,56.2 to 70.1,287
Seasonal Influenza,National,U.S. Median,2016-17,Race/Ethnicity,Hispanic,69.2,,132
Seasonal Influenza,States,Utah,2016-17,Race/Ethnicity,Hispanic,60.0,51.4 to 68.1,226
Seasonal Influenza,States,Vermont,2016-17,Race/Ethnicity,Hispanic,†,†,
Seasonal Influenza,States,Virginia,2016-17,Race/Ethnicity,Hispanic,61.7,47.0 to 74.4,92
Seasonal Influenza,States,Washington,2016-17,Race/Ethnicity,Hispanic,75.6,68.3 to 81.6,162
Seasonal Influenza,States,West Virginia,2016-17,Race/Ethnicity,Hispanic,†,†,
Seasonal Influenza,States,Wisconsin,2016-17,Race/Ethnicity,Hispanic,68.9,60.0 to 76.6,124
Seasonal Influenza,States,Wyoming,2016-17,Race/Ethnicity,Hispanic,55.5,37.8 to 71.9,46
Seasonal Influenza,States,Alaska,2010-11,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",†,†,
Seasonal Influenza,States,Arkansas,2010-11,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",†,†,
Seasonal Influenza,States,Colorado,2010-11,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",†,†,
Seasonal Influenza,States,Delaware,2010-11,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",†,†,
Seasonal Influenza,States,Georgia,2010-11,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",†,†,
Seasonal Influenza,States,Hawaii,2010-11,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",†,†,
Seasonal Influenza,States,Illinois,2010-11,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",43.1,31.4 to 55.5,77
Seasonal Influenza,States,Maine,2010-11,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",†,†,
Seasonal Influenza,States,Maryland,2010-11,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",45.3,31.5 to 59.9,117
Seasonal Influenza,States,Massachusetts,2010-11,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",55.6,49.2 to 61.8,273
Seasonal Influenza,States,Michigan,2010-11,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",†,†,
Seasonal Influenza,States,Minnesota,2010-11,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",66.3,55.7 to 75.4,171
Seasonal Influenza,States,Missouri,2010-11,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",34.2,20.5 to 51.2,48
Seasonal Influenza,States,Nebraska,2010-11,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",56.5,50.7 to 62.1,230
Seasonal Influenza,States,New Jersey,2010-11,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",34.0,28.0 to 40.4,231
Seasonal Influenza,States,New Mexico,2010-11,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",†,†,
Seasonal Influenza,States,New York,2010-11,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",31.9,25.0 to 39.7,250
Seasonal Influenza,States,Ohio,2010-11,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",†,†,
Seasonal Influenza,States,Oklahoma,2010-11,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",44.0,32.2 to 56.6,187
Seasonal Influenza,States,Oregon,2010-11,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",†,†,
Seasonal Influenza,States,Pennsylvania,2010-11,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",†,†,
Seasonal Influenza,States,Rhode Island,2010-11,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",66.1,53.0 to 77.2,89
Seasonal Influenza,States,Texas,2010-11,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",†,†,
Seasonal Influenza,National,U.S. Median,2010-11,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",55.6,,171
Seasonal Influenza,States,Utah,2010-11,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",45.5,27.0 to 65.4,33
Seasonal Influenza,States,Vermont,2010-11,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",†,†,
Seasonal Influenza,States,Washington,2010-11,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",56.8,49.7 to 63.7,333
Seasonal Influenza,States,West Virginia,2010-11,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",†,†,
Seasonal Influenza,States,Wisconsin,2010-11,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",†,†,
Seasonal Influenza,States,Wyoming,2010-11,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",55.9,44.1 to 67.0,68
Seasonal Influenza,States,Alaska,2011-12,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",53.0,37.4 to 68.0,45
Seasonal Influenza,States,Arkansas,2011-12,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",†,†,
Seasonal Influenza,States,Colorado,2011-12,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",†,†,
Seasonal Influenza,States,Delaware,2011-12,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",†,†,
Seasonal Influenza,States,Georgia,2011-12,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",28.4,13.3 to 50.6,46
Seasonal Influenza,States,Hawaii,2011-12,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",48.7,36.9 to 60.6,111
Seasonal Influenza,States,Illinois,2011-12,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",54.0,39.6 to 67.7,60
Seasonal Influenza,States,Maine,2011-12,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",†,†,
Seasonal Influenza,States,Maryland,2011-12,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",40.4,23.2 to 60.4,44
Seasonal Influenza,States,Massachusetts,2011-12,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",66.5,54.9 to 76.5,158
Seasonal Influenza,States,Michigan,2011-12,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",†,†,
Seasonal Influenza,States,Minnesota,2011-12,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",66.2,53.6 to 76.8,131
Seasonal Influenza,States,Missouri,2011-12,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",†,†,
Seasonal Influenza,States,Nebraska,2011-12,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",63.3,55.0 to 70.9,169
Seasonal Influenza,States,New Jersey,2011-12,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",30.0,22.9 to 38.1,151
Seasonal Influenza,States,New Mexico,2011-12,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",59.2,47.6 to 69.9,70
Seasonal Influenza,States,New York,2011-12,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",43.8,32.9 to 55.4,108
Seasonal Influenza,States,Ohio,2011-12,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",†,†,
Seasonal Influenza,States,Oklahoma,2011-12,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",43.0,30.9 to 55.9,171
Seasonal Influenza,States,Oregon,2011-12,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",†,†,
Seasonal Influenza,States,Pennsylvania,2011-12,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",48.0,30.1 to 66.3,34
Seasonal Influenza,States,Rhode Island,2011-12,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",67.6,52.7 to 79.7,54
Seasonal Influenza,States,Tennessee,2011-12,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",†,†,
Seasonal Influenza,National,U.S. Median,2011-12,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",61.3,,77
Seasonal Influenza,States,Utah,2011-12,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",63.5,42.8 to 80.2,31
Seasonal Influenza,States,Vermont,2011-12,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",†,†,
Seasonal Influenza,States,Washington,2011-12,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",67.6,60.1 to 74.3,266
Seasonal Influenza,States,West Virginia,2011-12,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",†,†,
Seasonal Influenza,States,Wisconsin,2011-12,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",73.9,62.3 to 83.0,83
Seasonal Influenza,States,Wyoming,2011-12,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",40.9,20.7 to 64.8,37
Seasonal Influenza,States,Alaska,2012-13,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",63.3,57.8 to 68.5,399
Seasonal Influenza,States,Arkansas,2012-13,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",†,†,
Seasonal Influenza,States,Colorado,2012-13,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",56.5,39.3 to 72.2,66
Seasonal Influenza,States,Delaware,2012-13,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",56.8,42.6 to 70.0,49
Seasonal Influenza,States,Georgia,2012-13,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",†,†,
Seasonal Influenza,States,Hawaii,2012-13,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",51.8,47.2 to 56.3,769
Seasonal Influenza,States,Illinois,2012-13,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",58.7,47.2 to 69.3,91
Seasonal Influenza,States,Iowa,2012-13,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",†,†,
Seasonal Influenza,States,Maine,2012-13,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",†,†,
Seasonal Influenza,States,Maryland,2012-13,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",57.5,45.6 to 68.6,97
Seasonal Influenza,States,Massachusetts,2012-13,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",73.9,66.6 to 80.1,322
Seasonal Influenza,States,Michigan,2012-13,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",51.3,36.7 to 65.7,70
Seasonal Influenza,States,Minnesota,2012-13,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",69.3,59.9 to 77.3,248
Seasonal Influenza,States,Missouri,2012-13,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",51.6,35.8 to 67.1,44
Seasonal Influenza,States,Nebraska,2012-13,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",61.0,54.0 to 67.7,288
Seasonal Influenza,States,New Hampshire,2012-13,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",†,†,
Seasonal Influenza,States,New Jersey,2012-13,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",47.8,40.6 to 55.1,207
Seasonal Influenza,States,New Mexico,2012-13,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",71.4,62.9 to 78.6,166
Seasonal Influenza,States,New York,2012-13,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",47.3,39.7 to 55.1,252
Seasonal Influenza,States,Ohio,2012-13,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",39.9,24.5 to 57.5,51
Seasonal Influenza,States,Oklahoma,2012-13,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",51.8,40.7 to 62.7,253
Seasonal Influenza,States,Oregon,2012-13,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",55.7,47.8 to 63.3,407
Seasonal Influenza,States,Pennsylvania,2012-13,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",50.3,35.3 to 65.3,53
Seasonal Influenza,States,Rhode Island,2012-13,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",67.2,57.0 to 76.1,102
Seasonal Influenza,States,Tennessee,2012-13,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",39.3,20.7 to 61.6,30
Seasonal Influenza,National,U.S. Median,2012-13,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",58.7,,166
Seasonal Influenza,States,Utah,2012-13,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",55.4,39.4 to 70.3,59
Seasonal Influenza,States,Vermont,2012-13,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",†,†,
Seasonal Influenza,States,Washington,2012-13,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",72.3,65.1 to 78.5,290
Seasonal Influenza,States,West Virginia,2012-13,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",†,†,
Seasonal Influenza,States,Wisconsin,2012-13,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",58.8,49.9 to 67.1,174
Seasonal Influenza,States,Wyoming,2012-13,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",61.6,44.3 to 76.3,81
Seasonal Influenza,States,Alabama,2013-14,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",†,†,
Seasonal Influenza,States,Alaska,2013-14,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",70.2,64.8 to 75.0,409
Seasonal Influenza,States,Arkansas,2013-14,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",†,†,
Seasonal Influenza,States,Colorado,2013-14,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",†,†,
Seasonal Influenza,States,Connecticut,2013-14,Race/Ethnicity,"Other or Multiple Races, Non-Hispanic",74.8,66.6 to 81.5,120
